"R","S1","S2","S3","NODE1","TYPE1","scroll1","NODE2","id","TYPE2","TEXT2","fragment2","glex2","lex_utf8_etcbc","g_lex_etcbc","gn2","lex_etcbc2","lex_etcbc","line2","md2","morpho2","nu2","ps2","sp2","st2","vs2","vt2","after2","g_nme_etcbc","g_prs_etcbc","g_vbe_etcbc","g_pfm_etcbc","g_vbs_etcbc","g_cons","uvf_etcbc","morph_etcbc","note_etcbc","chapter","verse","vid"
"1203","1Qisaa","3","28","1606613","scroll","1Qisaa","1896063","814","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","22","23003022"
"1204","1Qisaa","3","28","1606613","scroll","1Qisaa","1896064","814","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","22","23003022"
"1205","1Qisaa","3","28","1606613","scroll","1Qisaa","1896065","814","word","מחלצות ",,"מַחֲלָצֹות",,"מַחֲלָצֹות","f","MXLYWT/","MXLYWT/",,,"ncfp","p",,"subs",,,," ","WT",,,,,,,"MXLY(W(T/WT",,"3","22","23003022"
"1206","1Qisaa","3","28","1606613","scroll","1Qisaa","1896066","815","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","22","23003022"
"1207","1Qisaa","3","28","1606613","scroll","1Qisaa","1896067","815","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","22","23003022"
"1208","1Qisaa","3","28","1606613","scroll","1Qisaa","1896068","815","word","מעטפות ",,"מַעֲטֶפֶת",,"מַעֲטֶפֶת","f","M<VPT/","M<VPT/",,,"ncfp","p",,"subs",,,," ","WT",,,,,,,"M<VP(T/WT:a",,"3","22","23003022"
"1209","1Qisaa","3","28","1606613","scroll","1Qisaa","1896069","816","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","22","23003022"
"1210","1Qisaa","3","28","1606613","scroll","1Qisaa","1896070","816","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","22","23003022"
"1211","1Qisaa","3","28","1606613","scroll","1Qisaa","1896071","816","word","חריטים ",,"חָרִיט",,"חָרִיט","m","XRJV/","XRJV/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"XRJV/JM",,"3","22","23003022"
"1212","1Qisaa","3","28","1606613","scroll","1Qisaa","1896072",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","22","23003022"
"1213","1Qisaa","3","29","1606613","scroll","1Qisaa","1896073","817","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","23","23003023"
"1214","1Qisaa","3","29","1606613","scroll","1Qisaa","1896074","817","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","23","23003023"
"1215","1Qisaa","3","29","1606613","scroll","1Qisaa","1896075","817","word","גליונים ",,"גִּלָּיֹון",,"גִּלָּיֹון","m","GLJWN/","GLJWN/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"GLJWN/JM",,"3","23","23003023"
"1216","1Qisaa","3","29","1606613","scroll","1Qisaa","1896076","818","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","23","23003023"
"1217","1Qisaa","3","29","1606613","scroll","1Qisaa","1896077","818","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","23","23003023"
"1218","1Qisaa","3","29","1606613","scroll","1Qisaa","1896078","818","word","סדינים ",,"סָדִין",,"סָדִין","m","SDJN/","SDJN/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"SDJN/JM",,"3","23","23003023"
"1219","1Qisaa","3","29","1606613","scroll","1Qisaa","1896079","819","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","23","23003023"
"1220","1Qisaa","3","29","1606613","scroll","1Qisaa","1896080","819","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","23","23003023"
"1221","1Qisaa","3","29","1606613","scroll","1Qisaa","1896081","819","word","צניפות ",,"צָנִיף",,"צְנִיפָה","m","YNJPH/","YNJPH/",,,"ncmp","p",,"subs",,,," ","WT",,,,,,,"YNJP(H/WT",,"3","23","23003023"
"1222","1Qisaa","3","29","1606613","scroll","1Qisaa","1896082","820","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","23","23003023"
"1223","1Qisaa","3","29","1606613","scroll","1Qisaa","1896083","820","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","23","23003023"
"1224","1Qisaa","3","29","1606613","scroll","1Qisaa","1896084","820","word","רדידים ",,"רְדִיד",,"רְדִיד","m","RDJD/","RDJD/",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"RDJD/JM",,"3","23","23003023"
"1225","1Qisaa","3","29","1606613","scroll","1Qisaa","1896085",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","23","23003023"
"1226","1Qisaa","3","29","1606613","scroll","1Qisaa","1896086","821","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W:n",,"3","24","23003024"
"1227","1Qisaa","3","29","1606613","scroll","1Qisaa","1896087","821","word","יהיו ",,"היה",,"היה","m","HJH[","HJH[",,,"vqw3mp","p","3","verb",,"qal","wayy"," ",,,"W","J",,,,"!J!HJ(H[W",,"3","24","23003024"
"1228","1Qisaa","4","1","1606613","scroll","1Qisaa","1896088","822","word","תח ת ",,"תַּחַת",,"תַּחַת","m","TXT/","TXT/",,,"ncms","s",,"subs",,,," ",,,,,,,,"TXT/",,"3","24","23003024"
"1229","1Qisaa","4","1","1606613","scroll","1Qisaa","1896089","823","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"3","24","23003024"
"1230","1Qisaa","4","1","1606613","scroll","1Qisaa","1896090","823","word","בשמ ",,"בֹּשֶׂם",,"בֹּשֶׂם","m","BFM/","BFM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"BFM/",,"3","24","23003024"
"1231","1Qisaa","4","1","1606613","scroll","1Qisaa","1896091","824","word","מק ",,"מַק",,"מַק","m","MQ/","MQ/",,,"ncms","s",,"subs",,,," ",,,,,,,,"MQ/",,"3","24","23003024"
"1232","1Qisaa","4","1","1606613","scroll","1Qisaa","1896092","825","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","24","23003024"
"1233","1Qisaa","4","1","1606613","scroll","1Qisaa","1896093","825","word","תחות ",,"תַּחַת",,"תַּחַת","m","TXT/","TXT/",,,"ncms","s",,"subs",,,," ",,,,,,,,"TX&WT/",,"3","24","23003024"
"1234","1Qisaa","4","1","1606613","scroll","1Qisaa","1896094","826","word","הגורה ",,"חֲגֹורָה",,"חֲגֹורָה","f","XGWRH/","XGWRH/",,,"ncfs","s",,"subs",,,," ","H",,,,,,,"(X&HGWR(H/H",,"3","24","23003024"
"1235","1Qisaa","4","1","1606613","scroll","1Qisaa","1896095","827","word","נקפה ",,"נִקְפָּה",,"נִקְפָּה","f","NQPH/","NQPH/",,,"ncfs","s",,"subs",,,," ","H",,,,,,,"NQP(H/H",,"3","24","23003024"
"1236","1Qisaa","4","1","1606613","scroll","1Qisaa","1896096","828","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","24","23003024"
"1237","1Qisaa","4","1","1606613","scroll","1Qisaa","1896097","828","word","תחות ",,"תַּחַת",,"תַּחַת","m","TXT/","TXT/",,,"ncms","s",,"subs",,,," ",,,,,,,,"TX&WT/",,"3","24","23003024"
"1238","1Qisaa","4","1","1606613","scroll","1Qisaa","1896098","829","word","מעשה ",,"מַעֲשֶׂה",,"מַעֲשֶׂה","m","M<FH/","M<FH/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"M<FH/:a",,"3","24","23003024"
"1239","1Qisaa","4","1","1606613","scroll","1Qisaa","1896099","830","word","מקשה ",,"מִקְשֶׁה",,"מִקְשֶׁה","m","MQCH==/","MQCH==/",,,"ncms","s",,"subs",,,," ",,,,,,,,"MQCH==/:a",,"3","24","23003024"
"1240","1Qisaa","4","2","1606613","scroll","1Qisaa","1896100","831","word","קרחה ",,"קָרְחָה",,"קָרְחָה","f","QRXH/","QRXH/",,,"ncfs","s",,"subs",,,," ","H",,,,,,,"QRX(H/H",,"3","24","23003024"
"1241","1Qisaa","4","2","1606613","scroll","1Qisaa","1896101","832","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","24","23003024"
"1242","1Qisaa","4","2","1606613","scroll","1Qisaa","1896102","832","word","תחת ",,"תַּחַת",,"תַּחַת","m","TXT/","TXT/",,,"ncms","s",,"subs",,,," ",,,,,,,,"TXT/",,"3","24","23003024"
"1243","1Qisaa","4","2","1606613","scroll","1Qisaa","1896103","833","word","פתיגיל ",,"פְּתִיגִיל",,"פְּתִיגִיל","m","PTJGJL/","PTJGJL/",,,"ncms","s",,"subs",,,," ",,,,,,,,"PTJGJL/",,"3","24","23003024"
"1244","1Qisaa","4","2","1606613","scroll","1Qisaa","1896104","834","word","מחגרת ",,"מַחֲגֹרֶת",,"מַחֲגֹרֶת","f","MXGRT/","MXGRT/",,,"ncfsc","s",,"subs","c",,," ","T",,,,,,,"MXGR(T/T",,"3","24","23003024"
"1245","1Qisaa","4","2","1606613","scroll","1Qisaa","1896105","835","word","שק ",,"שַׂק",,"שַׂק","m","FQ/","FQ/",,,"ncms","s",,"subs",,,," ",,,,,,,,"FQ/:a",,"3","24","23003024"
"1246","1Qisaa","4","2","1606613","scroll","1Qisaa","1896106","836","word","כי ",,"כִּי",,"כִּי",,"KJ","KJ/",,,"Pc",,,"ptcl",,,," ",,,,,,,,"KJ/",,"3","24","23003024"
"1247","1Qisaa","4","2","1606613","scroll","1Qisaa","1896107","837","word","תחת ",,"תַּחַת",,"תַּחַת","m","TXT/","TXT/",,,"ncms","s",,"subs",,,," ",,,,,,,,"TXT/",,"3","24","23003024"
"1248","1Qisaa","4","2","1606613","scroll","1Qisaa","1896108","838","word","יפי ",,"יֳפִי",,"יֳפִי","m","JPJ/","JPJ/",,,"ncms","s",,"subs",,,," ",,,,,,,,"JPJ/:a",,"3","24","23003024"
"1249","1Qisaa","4","2","1606613","scroll","1Qisaa","1896109","839","word","בשת ",,"בֹּשֶׁת",,"בֹּשֶׁת","f","BCT/","BCT/",,,"ncfs","s",,"subs",,,," ","T",,,,,,,"BC(T/T",,"3","24","23003024"
"1250","1Qisaa","4","2","1606613","scroll","1Qisaa","1896110",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","24","23003024"
"1251","1Qisaa","4","2","1606613","scroll","1Qisaa","1896111","840","word","מתי׳ך ",,"מְתִים",,"מַת","m","MT/","MT/",,,"ncmpcX2fs","p",,"suff","c",,," ","J","K",,,,,,"MT/J+K=",,"3","25","23003025"
"1252","1Qisaa","4","2","1606613","scroll","1Qisaa","1896112","841","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"B-(H",,"3","25","23003025"
"1253","1Qisaa","4","2","1606613","scroll","1Qisaa","1896113","841","word","חרב ",,"חֶרֶב",,"חֶרֶב","f","XRB/","XRB/",,,"ncfs","s",,"subs",,,," ",,,,,,,,"XRB/",,"3","25","23003025"
"1254","1Qisaa","4","2","1606613","scroll","1Qisaa","1896114","842","word","יפולו ",,"נפל",,"נפל","m","NPL[","NPL[",,,"vqi3mp","p","3","verb",,"qal","impf"," ",,,"W","J",,,,"!J!(NP&WL[W",,"3","25","23003025"
"1255","1Qisaa","4","3","1606613","scroll","1Qisaa","1896115","843","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","25","23003025"
"1256","1Qisaa","4","3","1606613","scroll","1Qisaa","1896116","843","word","גבורותי׳ך ",,"גְּבוּרָה",,"גְּבוּרָה","f","GBWRH/","GBWRH/",,,"ncfpcX2fs","p",,"suff","c",,," ","WTJ","K",,,,,,"GBWR(H/WTJ+K=",,"3","25","23003025"
"1257","1Qisaa","4","3","1606613","scroll","1Qisaa","1896117","844","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"B-(H",,"3","25","23003025"
"1258","1Qisaa","4","3","1606613","scroll","1Qisaa","1896118","844","word","מלחמה ",,"מִלְחָמָה",,"מִלְחָמָה","f","MLXMH/","MLXMH/",,,"ncfs","s",,"subs",,,," ","H",,,,,,,"MLXM(H/H",,"3","25","23003025"
"1259","1Qisaa","4","3","1606613","scroll","1Qisaa","1896119",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","25","23003025"
"1260","1Qisaa","4","3","1606613","scroll","1Qisaa","1896120","845","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","26","23003026"
"1261","1Qisaa","4","3","1606613","scroll","1Qisaa","1896121","845","word","אנו ",,"אנה",,"אנה","c",">NH=[",">NH=[",,,"vqp3cp","p","3","verb",,"qal","perf"," ",,,"W",,,,,">N(H=[W",,"3","26","23003026"
"1262","1Qisaa","4","3","1606613","scroll","1Qisaa","1896122","846","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","26","23003026"
"1263","1Qisaa","4","3","1606613","scroll","1Qisaa","1896123","846","word","אבלו ",,"אבל",,"אבל","c",">BL[",">BL[",,,"vqp3cp","p","3","verb",,"qal","perf"," ",,,"W",,,,,">BL[W",,"3","26","23003026"
"1264","1Qisaa","4","3","1606613","scroll","1Qisaa","1896124","847","word","פתחי׳ה ",,"פֶּתַח",,"פֶּתַח","m","PTX/","PTX/",,,"ncmpcX3fs","p",,"suff","c",,," ","J","H",,,,,,"PTX/J+H",,"3","26","23003026"
"1265","1Qisaa","4","3","1606613","scroll","1Qisaa","1896125","848","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"3","26","23003026"
"1266","1Qisaa","4","3","1606613","scroll","1Qisaa","1896126","848","word","נקתה ",,"נקה",,"נקה","f","NQH[","NQH[",,,"vnp3fs","s","3","verb",,"nifal","perf"," ",,,"TH",,"N",,,"]N](NQ(H[&TH",,"3","26","23003026"
"1267","1Qisaa","4","3","1606613","scroll","1Qisaa","1896127","849","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"L-(H",,"3","26","23003026"
"1268","1Qisaa","4","3","1606613","scroll","1Qisaa","1896128","849","word","ארץ ",,"אֶרֶץ",,"אֶרֶץ","f",">RY/",">RY/",,,"ncfs","s",,"subs",,,," ",,,,,,,,">RY/:a",,"3","26","23003026"
"1269","1Qisaa","4","3","1606613","scroll","1Qisaa","1896129","850","word","תשב ",,"ישׁב",,"ישׁב","f","JCB[","JCB[",,,"vqi3fs","s","3","verb",,"qal","impf"," ",,,,"T=",,,,"!T=!(JCB[",,"3","26","23003026"
"1270","1Qisaa","4","3","1606613","scroll","1Qisaa","1896130",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"3","26","23003026"
"1271","1Qisaa","4","4","1606613","scroll","1Qisaa","1896131","851","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"4","1","23004001"
"1272","1Qisaa","4","4","1606613","scroll","1Qisaa","1896132","851","word","החזיקה ",,"חזק",,"חזק","f","XZQ[","XZQ[",,,"vhp3fs","s","3","verb",,"hifil","perf"," ",,,"H",,"H",,,"]H]XZ&JQ[H",,"4","1","23004001"
"1273","1Qisaa","4","4","1606613","scroll","1Qisaa","1896133","852","word","שבע ",,"שֶׁבַע",,"שֶׁבַע","f","CB</","CB</",,,"ucfsa","s",,"numr","a",,," ",,,,,,,,"CB</:a",,"4","1","23004001"
"1274","1Qisaa","4","4","1606613","scroll","1Qisaa","1896134","853","word","נשים ",,"אִשָּׁה",,"אִשָּׁה","f",">CH/",">CH/",,,"ncfp","p",,"subs",,,," ","JM",,,,,,,"(>&NC(H/JM",,"4","1","23004001"
"1275","1Qisaa","4","4","1606613","scroll","1Qisaa","1896135","854","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"4","1","23004001"
"1276","1Qisaa","4","4","1606613","scroll","1Qisaa","1896136","854","word","איש ",,"אִישׁ",,"אִישׁ","m",">JC/",">JC/",,,"ncms","s",,"subs",,,," ",,,,,,,,">JC/",,"4","1","23004001"
"1277","1Qisaa","4","4","1606613","scroll","1Qisaa","1896137","855","word","אחד ",,"אֶחָד",,"אֶחָד","m",">XD/",">XD/",,,"ucmsa","s",,"numr","a",,," ",,,,,,,,">XD/:a",,"4","1","23004001"
"1278","1Qisaa","4","4","1606613","scroll","1Qisaa","1896138","856","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"B-(H",,"4","1","23004001"
"1279","1Qisaa","4","4","1606613","scroll","1Qisaa","1896139","856","word","יום ",,"יֹום",,"יֹום","m","JWM/","JWM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"JWM/",,"4","1","23004001"
"1280","1Qisaa","4","4","1606613","scroll","1Qisaa","1896140","857","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"4","1","23004001"
"1281","1Qisaa","4","4","1606613","scroll","1Qisaa","1896141","857","word","הוא ",,"הוּא",,"הוּא","m","HW>","HW>",,,"pi3ms","s","3","pron",,,," ",,,,,,,,"HW>",,"4","1","23004001"
"1282","1Qisaa","4","4","1606613","scroll","1Qisaa","1896142","858","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"4","1","23004001"
"1283","1Qisaa","4","4","1606613","scroll","1Qisaa","1896143","858","word","אמור ",,"אמר",,"אמר",,">MR[",">MR[",,,"vqc",,,"verb",,"qal","infc"," ",,,,,,,,"!!>M&WR[/:c",,"4","1","23004001"
"1284","1Qisaa","4","4","1606613","scroll","1Qisaa","1896144","859","word","לחמ׳נו ",,"לֶחֶם",,"לֶחֶם","m","LXM/","LXM/",,,"ncmscX1cp","s",,"suff","c",,," ",,"NW",,,,,,"LXM/+NW",,"4","1","23004001"
"1285","1Qisaa","4","4","1606613","scroll","1Qisaa","1896145","860","word","נאכל ",,"אכל",,"אכל","c",">KL[",">KL[",,,"vqi1cp","p","1","verb",,"qal","impf"," ",,,,"N",,,,"!N!>KL[",,"4","1","23004001"
"1286","1Qisaa","4","4","1606613","scroll","1Qisaa","1896146","861","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"4","1","23004001"
"1287","1Qisaa","4","4","1606613","scroll","1Qisaa","1896147","861","word","שלמת׳נו ",,"שַׂלְמָה",,"שַׂלְמָה","f","FLMH/","FLMH/",,,"ncfscX1cp","s",,"suff","c",,," ","T","NW",,,,,,"FLM(H/T+NW",,"4","1","23004001"
"1288","1Qisaa","4","5","1606613","scroll","1Qisaa","1896148","862","word","נלבש ",,"לבשׁ",,"לבשׁ","c","LBC[","LBC[",,,"vqi1cp","p","1","verb",,"qal","impf"," ",,,,"N",,,,"!N!LBC[",,"4","1","23004001"
"1289","1Qisaa","4","5","1606613","scroll","1Qisaa","1896149","863","word","רק ",,"רַק",,"רַק",,"RQ","RQ",,,"Pd",,,"ptcl",,,," ",,,,,,,,"RQ",,"4","1","23004001"
"1290","1Qisaa","4","5","1606613","scroll","1Qisaa","1896150","864","word","יקרא ",,"קרא",,"קרא","m","QR>[","QR>[",,,"vni3ms","s","3","verb",,"nifal","impf"," ",,,,"J",,,,"!J!](N]QR>[",,"4","1","23004001"
"1291","1Qisaa","4","5","1606613","scroll","1Qisaa","1896151","865","word","שמ׳ך ",,"שֵׁם",,"שֵׁם","m","CM/","CM/",,,"ncmscX2ms","s",,"suff","c",,," ",,"K",,,,,,"CM/+K",,"4","1","23004001"
"1292","1Qisaa","4","5","1606613","scroll","1Qisaa","1896152","866","word","עלי׳נו ",,"עַל",,"עַל",,"<L","<L",,,"PpX1cp",,,"suff",,,," ",,"NW",,,,,,"<L&J+NW",,"4","1","23004001"
"1293","1Qisaa","4","5","1606613","scroll","1Qisaa","1896153","867","word","אסף ",,"אסף",,"אסף","m",">SP[",">SP[",,,"vqvms","s",,"verb",,"qal","impv"," ",,,,,,,,"!!>SP[",,"4","1","23004001"
"1294","1Qisaa","4","5","1606613","scroll","1Qisaa","1896154","868","word","חרפת׳נו ",,"חֶרְפָּה",,"חֶרְפָּה","f","XRPH/","XRPH/",,,"ncfscX1cp","s",,"suff","c",,," ","T","NW",,,,,,"XRP(H/T+NW",,"4","1","23004001"
"1295","1Qisaa","4","5","1606613","scroll","1Qisaa","1896155",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"4","1","23004001"
"1296","1Qisaa","4","5","1606613","scroll","1Qisaa","1896156","869","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"B-(H",,"4","2","23004002"
"1297","1Qisaa","4","5","1606613","scroll","1Qisaa","1896157","869","word","יום ",,"יֹום",,"יֹום","m","JWM/","JWM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"JWM/",,"4","2","23004002"
"1298","1Qisaa","4","5","1606613","scroll","1Qisaa","1896158","870","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"4","2","23004002"
"1299","1Qisaa","4","5","1606613","scroll","1Qisaa","1896159","870","word","הוא ",,"הוּא",,"הוּא","m","HW>","HW>",,,"pi3ms","s","3","pron",,,," ",,,,,,,,"HW>",,"4","2","23004002"
"1300","1Qisaa","4","5","1606613","scroll","1Qisaa","1896160","871","word","יהיה ",,"היה",,"היה","m","HJH[","HJH[",,,"vqi3ms","s","3","verb",,"qal","impf"," ",,,,"J",,,,"!J!HJH[",,"4","2","23004002"
"1301","1Qisaa","4","5","1606613","scroll","1Qisaa","1896161","872","word","צמח ",,"צֶמַח",,"צֶמַח","m","YMX/","YMX/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"YMX/",,"4","2","23004002"
"1302","1Qisaa","4","5","1606613","scroll","1Qisaa","1896162","873","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"4","2","23004002"
"1303","1Qisaa","4","6","1606613","scroll","1Qisaa","1896163","874","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"4","2","23004002"
"1304","1Qisaa","4","6","1606613","scroll","1Qisaa","1896164","874","word","צבי ",,"צְבִי",,"צְבִי","m","YBJ/","YBJ/",,,"ncms","s",,"subs",,,," ",,,,,,,,"YBJ/",,"4","2","23004002"
"1305","1Qisaa","4","6","1606613","scroll","1Qisaa","1896165","875","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"4","2","23004002"
"1306","1Qisaa","4","6","1606613","scroll","1Qisaa","1896166","875","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"4","2","23004002"
"1307","1Qisaa","4","6","1606613","scroll","1Qisaa","1896167","875","word","כבוד ",,"כָּבֹוד",,"כָּבֹוד","m","KBWD/","KBWD/",,,"ncms","s",,"subs",,,," ",,,,,,,,"KBWD/:a",,"4","2","23004002"
"1308","1Qisaa","4","6","1606613","scroll","1Qisaa","1896168","876","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"4","2","23004002"
"1309","1Qisaa","4","6","1606613","scroll","1Qisaa","1896169","876","word","פרי ",,"פְּרִי",,"פְּרִי","m","PRJ/","PRJ/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"PRJ/",,"4","2","23004002"
"1310","1Qisaa","4","6","1606613","scroll","1Qisaa","1896170","877","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"4","2","23004002"
"1311","1Qisaa","4","6","1606613","scroll","1Qisaa","1896171","877","word","ארץ ",,"אֶרֶץ",,"אֶרֶץ","f",">RY/",">RY/",,,"ncfs","s",,"subs",,,," ",,,,,,,,">RY/:a",,"4","2","23004002"
"1312","1Qisaa","4","6","1606613","scroll","1Qisaa","1896172","878","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"4","2","23004002"
"1313","1Qisaa","4","6","1606613","scroll","1Qisaa","1896173","878","word","גאון ",,"גָּאֹון",,"גָּאֹון","m","G>WN/","G>WN/",,,"ncms","s",,"subs",,,," ",,,,,,,,"G>WN/:a",,"4","2","23004002"
"1314","1Qisaa","4","6","1606613","scroll","1Qisaa","1896174","879","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"4","2","23004002"
"1315","1Qisaa","4","6","1606613","scroll","1Qisaa","1896175","879","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"4","2","23004002"
"1316","1Qisaa","4","6","1606613","scroll","1Qisaa","1896176","879","word","תפארת ",,"תִּפְאֶרֶת",,"תִּפְאֶרֶת","f","TP>RT/","TP>RT/",,,"ncfs","s",,"subs",,,," ","T",,,,,,,"TP>R(T/T",,"4","2","23004002"
"1317","1Qisaa","4","6","1606613","scroll","1Qisaa","1896177","880","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"4","2","23004002"
"1318","1Qisaa","4","6","1606613","scroll","1Qisaa","1896178","880","word","פליטת ",,"פְּלֵיטָה",,"פְּלֵיטָה","f","PLJVH/","PLJVH/",,,"ncfsc","s",,"subs","c",,," ","T",,,,,,,"PLJV(H/T:c",,"4","2","23004002"
"1319","1Qisaa","4","6","1606613","scroll","1Qisaa","1896179","881","word","ישראל ",,"יִשְׂרָאֵל",,"יִשְׂרָאֵל",,"JFR>L/","JFR>L/",,,"np",,,"subs",,,," ",,,,,,,,"JFR>L/",,"4","2","23004002"
"1320","1Qisaa","4","6","1606613","scroll","1Qisaa","1896180","882","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"4","2","23004002"
"1321","1Qisaa","4","6","1606613","scroll","1Qisaa","1896181","882","word","יהודה ",,"יְהוּדָה",,"יְהוּדָה",,"JHWDH/","JHWDH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWDH/",,"4","2","23004002"
"1322","1Qisaa","4","6","1606613","scroll","1Qisaa","1896182",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"4","2","23004002"
"1323","1Qisaa","4","7","1606613","scroll","1Qisaa","1896183","883","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"4","3","23004003"
