"R","S1","S2","S3","NODE1","TYPE1","scroll1","NODE2","id","TYPE2","TEXT2","fragment2","glex2","lex_utf8_etcbc","g_lex_etcbc","gn2","lex_etcbc2","lex_etcbc","line2","md2","morpho2","nu2","ps2","sp2","st2","vs2","vt2","after2","g_nme_etcbc","g_prs_etcbc","g_vbe_etcbc","g_pfm_etcbc","g_vbs_etcbc","g_cons","uvf_etcbc","morph_etcbc","note_etcbc","chapter","verse","vid"
"8856","1Qisaa","21","8","1606613","scroll","1Qisaa","1903716","6106","word","עקלתון ",,"עֲקַלָּתֹון",,"עֲקַלָּתֹון","m","<QLTWN/","<QLTWN/",,,"ams","s",,"adjv",,,," ",,,,,,,,"<QLTWN/",,"27","1","23027001"
"8857","1Qisaa","21","8","1606613","scroll","1Qisaa","1903717","6107","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"27","1","23027001"
"8858","1Qisaa","21","8","1606613","scroll","1Qisaa","1903718","6107","word","הרג ",,"הרג",,"הרג","m","HRG[","HRG[",,,"vqp3ms","s","3","verb",,"qal","perf"," ",,,,,,,,"HRG[",,"27","1","23027001"
"8859","1Qisaa","21","9","1606613","scroll","1Qisaa","1903719","6108","word","את ",,"אֵת",,"אֵת",,">T",">T",,,"Po",,,"ptcl",,,," ",,,,,,,,">T",,"27","1","23027001"
"8860","1Qisaa","21","9","1606613","scroll","1Qisaa","1903720","6109","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"27","1","23027001"
"8861","1Qisaa","21","9","1606613","scroll","1Qisaa","1903721","6109","word","תנין ",,"תַּנִּין",,"תַּנִּין","m","TNJN/","TNJN/",,,"ncms","s",,"subs",,,," ",,,,,,,,"TNJN/",,"27","1","23027001"
"8862","1Qisaa","21","9","1606613","scroll","1Qisaa","1903722","6110","word","אשר ",,"אֲשֶׁר",,"אֲשֶׁר",,">CR",">CR",,,"Pr",,,"ptcl",,,," ",,,,,,,,">CR",,"27","1","23027001"
"8863","1Qisaa","21","9","1606613","scroll","1Qisaa","1903723","6111","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"B-(H",,"27","1","23027001"
"8864","1Qisaa","21","9","1606613","scroll","1Qisaa","1903724","6111","word","ים ",,"יָם",,"יָם","m","JM/","JM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"JM/",,"27","1","23027001"
"8865","1Qisaa","21","9","1606613","scroll","1Qisaa","1903725",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"27","1","23027001"
"8866","1Qisaa","21","10","1606613","scroll","1Qisaa","1903726","6112","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"B-(H",,"27","2","23027002"
"8867","1Qisaa","21","10","1606613","scroll","1Qisaa","1903727","6112","word","יום ",,"יֹום",,"יֹום","m","JWM/","JWM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"JWM/",,"27","2","23027002"
"8868","1Qisaa","21","10","1606613","scroll","1Qisaa","1903728","6113","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"27","2","23027002"
"8869","1Qisaa","21","10","1606613","scroll","1Qisaa","1903729","6113","word","הוא ",,"הוּא",,"הוּא","m","HW>","HW>",,,"pi3ms","s","3","pron",,,," ",,,,,,,,"HW>",,"27","2","23027002"
"8870","1Qisaa","21","10","1606613","scroll","1Qisaa","1903730","6114","word","כרם ",,"כֶּרֶם",,"כֶּרֶם","m","KRM/","KRM/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"KRM/",,"27","2","23027002"
"8871","1Qisaa","21","10","1606613","scroll","1Qisaa","1903731","6115","word","חוםר ",,"חֶמֶר",,"חֶמֶר","m","XMR===/","XMR===/",,,"ncms","s",,"subs",,,," ",,,,,,,,"X&WMR===/",,"27","2","23027002"
"8872","1Qisaa","21","10","1606613","scroll","1Qisaa","1903732","6116","word","ענו ",,"ענה",,"ענה","m","<NH==[","<NH==[",,,"vpvmp","p",,"verb",,"piel","impv"," ",,,"W",,,,,"!!<N(H==[W:d",,"27","2","23027002"
"8873","1Qisaa","21","10","1606613","scroll","1Qisaa","1903733","6117","word","ל׳ה ",,"לְ",,"לְ",,"L","L",,,"PpX3fs",,,"suff",,,," ",,"H",,,,,,"L+H",,"27","2","23027002"
"8874","1Qisaa","21","10","1606613","scroll","1Qisaa","1903734",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"27","2","23027002"
"8875","1Qisaa","21","10","1606613","scroll","1Qisaa","1903735","6118","word","אני ",,"אֲנִי",,"אֲנִי","c",">NJ",">NJ",,,"pi1cs","s","1","pron",,,," ",,,,,,,,">NJ",,"27","3","23027003"
"8876","1Qisaa","21","10","1606613","scroll","1Qisaa","1903736","6119","word","יהוה ",,"יהוה",,"יְהוָה",,"JHWH/","JHWH/",,,"np",,,"subs",,,," ",,,,,,,,"JHWH/",,"27","3","23027003"
"8877","1Qisaa","21","10","1606613","scroll","1Qisaa","1903737","6120","word","נצר׳ה ",,"נצר",,"נצר","m","NYR[","NYR[",,,"vqPmscX3fs","s",,"suff","c","qal","ptca"," ",,"H",,,,,,"NYR[/+H",,"27","3","23027003"
"8878","1Qisaa","21","10","1606613","scroll","1Qisaa","1903738","6121","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"27","3","23027003"
"8879","1Qisaa","21","10","1606613","scroll","1Qisaa","1903739","6121","word","רגעים ",,"רֶגַע",,"רֶגַע","m","RG</","RG</",,,"ncmp","p",,"subs",,,," ","JM",,,,,,,"RG</JM",,"27","3","23027003"
"8880","1Qisaa","21","11","1606613","scroll","1Qisaa","1903740","6122","word","אשק׳נה ",,"שׁקה",,"שׁקה","c","CQH[","CQH[",,,"vhi1csX3fs","s","1","suff",,"hifil","impf"," ",,"H",,">",,,"N","!>!](H]CQ(H[~N+H",,"27","3","23027003"
"8881","1Qisaa","21","11","1606613","scroll","1Qisaa","1903741","6123","word","פן ",,"פֶּן",,"פֶּן",,"PN","PN",,,"Pc",,,"ptcl",,,," ",,,,,,,,"PN",,"27","3","23027003"
"8882","1Qisaa","21","11","1606613","scroll","1Qisaa","1903742","6124","word","יפקוד ",,"פקד",,"פקד","m","PQD[","PQD[",,,"vqi3ms","s","3","verb",,"qal","impf"," ",,,,"J",,,,"!J!PQ&WD[",,"27","3","23027003"
"8883","1Qisaa","21","11","1606613","scroll","1Qisaa","1903743","6125","word","עלי׳ה ",,"עַל",,"עַל",,"<L","<L",,,"PpX3fs",,,"suff",,,," ",,"H",,,,,,"<L&J+H",,"27","3","23027003"
"8884","1Qisaa","21","11","1606613","scroll","1Qisaa","1903744","6126","word","לילה ",,"לַיְלָה",,"לַיְלָה","m","LJLH/","LJLH/",,,"ncms","s",,"subs",,,," ",,,,,,,,"LJLH/",,"27","3","23027003"
"8885","1Qisaa","21","11","1606613","scroll","1Qisaa","1903745","6127","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"27","3","23027003"
"8886","1Qisaa","21","11","1606613","scroll","1Qisaa","1903746","6127","word","יום ",,"יֹום",,"יֹום","m","JWM/","JWM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"JWM/",,"27","3","23027003"
"8887","1Qisaa","21","11","1606613","scroll","1Qisaa","1903747","6128","word","אצור׳נה ",,"נצר",,"נצר","c","NYR[","NYR[",,,"vqi1csX3fs","s","1","suff",,"qal","impf"," ",,"H",,">",,,"N","!>!(NY&WR[~N+H",,"27","3","23027003"
"8888","1Qisaa","21","11","1606613","scroll","1Qisaa","1903748",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"27","3","23027003"
"8889","1Qisaa","21","11","1606613","scroll","1Qisaa","1903749","6129","word","חמה ",,"חֵמָה",,"חֵמָה","f","XMH/","XMH/",,,"ncfs","s",,"subs",,,," ","H",,,,,,,"XM(H/H",,"27","4","23027004"
"8890","1Qisaa","21","11","1606613","scroll","1Qisaa","1903750","6130","word","אין ",,"אַיִן",,"אַיִן",,">JN/",">JN/",,,"Pd",,,"ptcl",,,," ",,,,,,,,">JN/:c",,"27","4","23027004"
"8891","1Qisaa","21","12","1606613","scroll","1Qisaa","1903751","6131","word","ל׳י ",,"לְ",,"לְ",,"L","L",,,"PpX1cs",,,"suff",,,," ",,"J",,,,,,"L+J",,"27","4","23027004"
"8892","1Qisaa","21","12","1606613","scroll","1Qisaa","1903752","6132","word","מי ",,"מִי",,"מִי",,"MJ","MJ",,,"pii",,,"pron",,,," ",,,,,,,,"MJ",,"27","4","23027004"
"8893","1Qisaa","21","12","1606613","scroll","1Qisaa","1903753","6133","word","יתנ׳ני ",,"נתן",,"נתן","m","NTN[","NTN[",,,"vqi3msX1cs","s","3","suff",,"qal","impf"," ",,"NJ",,"J",,,,"!J!(NTN[+NJ",,"27","4","23027004"
"8894","1Qisaa","21","12","1606613","scroll","1Qisaa","1903754","6134","word","שימיר ",,"שָׁמִיר",,"שָׁמִיר","m","CMJR/","CMJR/",,,"ncms","s",,"subs",,,," ",,,,,,,,"C&JMJR/",,"27","4","23027004"
"8895","1Qisaa","21","12","1606613","scroll","1Qisaa","1903755","6135","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"27","4","23027004"
"8896","1Qisaa","21","12","1606613","scroll","1Qisaa","1903756","6135","word","שית ",,"שַׁיִת",,"שַׁיִת","m","CJT/","CJT/",,,"ncms","s",,"subs",,,," ",,,,,,,,"CJT/:a",,"27","4","23027004"
"8897","1Qisaa","21","12","1606613","scroll","1Qisaa","1903757","6136","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp+Pa",,,"ptcl",,,,,,,,,,,,"B-(H",,"27","4","23027004"
"8898","1Qisaa","21","12","1606613","scroll","1Qisaa","1903758","6136","word","מלחמה ",,"מִלְחָמָה",,"מִלְחָמָה","f","MLXMH/","MLXMH/",,,"ncfs","s",,"subs",,,," ","H",,,,,,,"MLXM(H/H",,"27","4","23027004"
"8899","1Qisaa","21","12","1606613","scroll","1Qisaa","1903759","6137","word","אפשעה ",,"פשׂע",,"פשׂע","c","PF<[","PF<[",,"coho","vqi1csh","s","1","verb",,"qal","impf"," ",,,"H",">",,,,"!>!PF<[H=",,"27","4","23027004"
"8900","1Qisaa","21","12","1606613","scroll","1Qisaa","1903760","6138","word","ב׳ה ",,"בְּ",,"בְּ",,"B","B",,,"PpX3fs",,,"suff",,,," ",,"H",,,,,,"B+H",,"27","4","23027004"
"8901","1Qisaa","21","13","1606613","scroll","1Qisaa","1903761","6139","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"27","4","23027004"
"8902","1Qisaa","21","13","1606613","scroll","1Qisaa","1903762","6139","word","אצית׳נה ",,"צות",,"צות","c","YWT[","YWT[",,,"vhi1csX3fs","s","1","suff",,"hifil","impf"," ",,"H",,">",,,"N","!>!](H]Y(W&JT[~N+H",,"27","4","23027004"
"8903","1Qisaa","21","13","1606613","scroll","1Qisaa","1903763","6140","word","יחדו ",,"יַחְדָּו",,"יַחְדָּו",,"JXDW","JXDW",,,"Pd",,,"ptcl",,,," ",,,,,,,,"JXDW",,"27","4","23027004"
"8904","1Qisaa","21","13","1606613","scroll","1Qisaa","1903764",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"27","4","23027004"
"8905","1Qisaa","21","13","1606613","scroll","1Qisaa","1903765","6141","word","או ",,"אֹו",,"אֹו",,">W",">W",,,"Pc",,,"ptcl",,,," ",,,,,,,,">W",,"27","5","23027005"
"8906","1Qisaa","21","13","1606613","scroll","1Qisaa","1903766","6142","word","יחזק ",,"חזק",,"חזק","m","XZQ[","XZQ[",,"juss","vhi3msj","s","3","verb",,"hifil","impf"," ",,,,"J",,,,"!J!](H]XZQ[",,"27","5","23027005"
"8907","1Qisaa","21","13","1606613","scroll","1Qisaa","1903767","6143","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"27","5","23027005"
"8908","1Qisaa","21","13","1606613","scroll","1Qisaa","1903768","6143","word","מעוז׳י ",,"מָעֹוז",,"מָעֹוז","m","M<WZ/","M<WZ/",,,"ncmscX1cs","s",,"suff","c",,," ",,"J",,,,,,"M<WZ/+J",,"27","5","23027005"
"8909","1Qisaa","21","13","1606613","scroll","1Qisaa","1903769","6144","word","יעשה ",,"עשׂה",,"עשׂה","m","<FH[","<FH[",,,"vqi3ms","s","3","verb",,"qal","impf"," ",,,,"J",,,,"!J!<FH[",,"27","5","23027005"
"8910","1Qisaa","21","13","1606613","scroll","1Qisaa","1903770","6145","word","שלום ",,"שָׁלֹום",,"שָׁלֹום","m","CLWM/","CLWM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"CLWM/:a",,"27","5","23027005"
"8911","1Qisaa","21","13","1606613","scroll","1Qisaa","1903771","6146","word","ל׳י ",,"לְ",,"לְ",,"L","L",,,"PpX1cs",,,"suff",,,," ",,"J",,,,,,"L+J",,"27","5","23027005"
"8912","1Qisaa","21","14","1606613","scroll","1Qisaa","1903772","6147","word","שלום ",,"שָׁלֹום",,"שָׁלֹום","m","CLWM/","CLWM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"CLWM/:a",,"27","5","23027005"
"8913","1Qisaa","21","14","1606613","scroll","1Qisaa","1903773","6148","word","יעשה ",,"עשׂה",,"עשׂה","m","<FH[","<FH[",,,"vqi3ms","s","3","verb",,"qal","impf"," ",,,,"J",,,,"!J!<FH[",,"27","5","23027005"
"8914","1Qisaa","21","14","1606613","scroll","1Qisaa","1903774","6149","word","ל׳י ",,"לְ",,"לְ",,"L","L",,,"PpX1cs",,,"suff",,,," ",,"J",,,,,,"L+J",,"27","5","23027005"
"8915","1Qisaa","21","14","1606613","scroll","1Qisaa","1903775",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"27","5","23027005"
"8916","1Qisaa","21","14","1606613","scroll","1Qisaa","1903776","6150","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"27","6","23027006"
"8917","1Qisaa","21","14","1606613","scroll","1Qisaa","1903777","6150","word","באים ",,"בוא",,"בוא","m","BW>[","BW>[",,,"vqPmp","p",,"verb",,"qal","ptca"," ","JM",,,,,,,"B(W>[/JM",,"27","6","23027006"
"8918","1Qisaa","21","14","1606613","scroll","1Qisaa","1903778","6151","word","ישריש ",,"שׁרשׁ",,"שׁרשׁ","m","CRC[","CRC[",,,"vhi3ms","s","3","verb",,"hifil","impf"," ",,,,"J",,,,"!J!](H]CR&JC[",,"27","6","23027006"
"8919","1Qisaa","21","14","1606613","scroll","1Qisaa","1903779","6152","word","יעקוב ",,"יַעֲקֹב",,"יַעֲקֹב",,"J<QB/","J<QB/",,,"np",,,"subs",,,," ",,,,,,,,"J<Q&WB/",,"27","6","23027006"
"8920","1Qisaa","21","14","1606613","scroll","1Qisaa","1903780","6153","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"27","6","23027006"
"8921","1Qisaa","21","14","1606613","scroll","1Qisaa","1903781","6153","word","יציץ ",,"צוץ",,"צוץ","m","YWY[","YWY[",,,"vhi3ms","s","3","verb",,"hifil","impf"," ",,,,"J",,,,"!J!](H]Y(W&JY[",,"27","6","23027006"
"8922","1Qisaa","21","15","1606613","scroll","1Qisaa","1903782","6154","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"27","6","23027006"
"8923","1Qisaa","21","15","1606613","scroll","1Qisaa","1903783","6154","word","יפרח ",,"פרח",,"פרח","m","PRX[","PRX[",,,"vqi3ms","s","3","verb",,"qal","impf"," ",,,,"J",,,,"!J!PRX[",,"27","6","23027006"
"8924","1Qisaa","21","15","1606613","scroll","1Qisaa","1903784","6155","word","ישראל ",,"יִשְׂרָאֵל",,"יִשְׂרָאֵל",,"JFR>L/","JFR>L/",,,"np",,,"subs",,,," ",,,,,,,,"JFR>L/",,"27","6","23027006"
"8925","1Qisaa","21","15","1606613","scroll","1Qisaa","1903785","6156","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"27","6","23027006"
"8926","1Qisaa","21","15","1606613","scroll","1Qisaa","1903786","6156","word","מלאו ",,"מלא",,"מלא","c","ML>[","ML>[",,,"vqp3cp","p","3","verb",,"qal","perf"," ",,,"W",,,,,"ML>[W",,"27","6","23027006"
"8927","1Qisaa","21","15","1606613","scroll","1Qisaa","1903787","6157","word","פני ",,"פָּנֶה",,"פָּנֶה","b","PNH/","PNH/",,,"ncbpc","p",,"subs","c",,," ","J",,,,,,,"PN(H/J",,"27","6","23027006"
"8928","1Qisaa","21","15","1606613","scroll","1Qisaa","1903788","6158","word","תבל ",,"תֵּבֵל",,"תֵּבֵל","f","TBL/","TBL/",,,"ncfs","s",,"subs",,,," ",,,,,,,,"TBL/",,"27","6","23027006"
"8929","1Qisaa","21","15","1606613","scroll","1Qisaa","1903789","6159","word","תנובה ",,"תְּנוּבָה",,"תְּנוּבָה","f","TNWBH/","TNWBH/",,,"ncfs","s",,"subs",,,," ","H",,,,,,,"TNWB(H/H",,"27","6","23027006"
"8930","1Qisaa","21","15","1606613","scroll","1Qisaa","1903790",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"27","6","23027006"
"8931","1Qisaa","21","15","1606613","scroll","1Qisaa","1903791","6160","word","ה",,"הֲ",,"הֲ",,"H=","H=",,,"Pg",,,"ptcl",,,,,,,,,,,,"H=",,"27","7","23027007"
"8932","1Qisaa","21","15","1606613","scroll","1Qisaa","1903792","6160","word","כ",,"כְּ",,"כְּ",,"K","K",,,"Pp",,,"ptcl",,,,,,,,,,,,"K",,"27","7","23027007"
"8933","1Qisaa","21","15","1606613","scroll","1Qisaa","1903793","6160","word","מכת ",,"מַכָּה",,"מַכָּה","f","MKH/","MKH/",,,"ncfsc","s",,"subs","c",,," ","T",,,,,,,"MK(H/T:c",,"27","7","23027007"
"8934","1Qisaa","21","15","1606613","scroll","1Qisaa","1903794","6161","word","מכ׳הו ",,"נכה",,"נכה","m","NKH[","NKH[",,,"vhPmscX3ms","s",,"suff","c","hifil","ptca"," ",,"HW",,"M",,,,"!M!](H](NK(H[/+HW",,"27","7","23027007"
"8935","1Qisaa","21","16","1606613","scroll","1Qisaa","1903795","6162","word","הכ׳הו ",,"נכה",,"נכה","m","NKH[","NKH[",,,"vhp3msX3ms","s","3","suff",,"hifil","perf"," ",,"HW",,,"H",,,"]H](NK(H[+HW",,"27","7","23027007"
"8936","1Qisaa","21","16","1606613","scroll","1Qisaa","1903796","6163","word","אמ ",,"אִם",,"אִם",,">M",">M",,,"Pc",,,"ptcl",,,," ",,,,,,,,">M",,"27","7","23027007"
"8937","1Qisaa","21","16","1606613","scroll","1Qisaa","1903797","6164","word","כ",,"כְּ",,"כְּ",,"K","K",,,"Pp",,,"ptcl",,,,,,,,,,,,"K",,"27","7","23027007"
"8938","1Qisaa","21","16","1606613","scroll","1Qisaa","1903798","6164","word","הרג ",,"הֶרֶג",,"הֶרֶג","m","HRG/","HRG/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"HRG/",,"27","7","23027007"
"8939","1Qisaa","21","16","1606613","scroll","1Qisaa","1903799","6165","word","הורגי׳ו ",,"הרג",,"הרג","m","HRG[","HRG[",,,"vqPmpcX3ms","p",,"suff","c","qal","ptca"," ","J","W",,,,,,"H&WRG[/J:p+W",,"27","7","23027007"
"8940","1Qisaa","21","16","1606613","scroll","1Qisaa","1903800","6166","word","הרג ",,"הרג",,"הרג","m","HRG[","HRG[",,,"vQp3ms","s","3","verb",,"passive","perf"," ",,,,,,,,"HRG[:du",,"27","7","23027007"
"8941","1Qisaa","21","16","1606613","scroll","1Qisaa","1903801",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"27","7","23027007"
"8942","1Qisaa","21","16","1606613","scroll","1Qisaa","1903802","6167","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"27","8","23027008"
"8943","1Qisaa","21","16","1606613","scroll","1Qisaa","1903803","6167","word","סאסא׳ה ",,"סאסא",,"סאסא",,"S>S>[","S>S>[",,,"vdcX3fs",,,"suff",,"pilpel","infc"," ","H",,,,,,,"!!S>S>[/H:d",,"27","8","23027008"
"8944","1Qisaa","21","16","1606613","scroll","1Qisaa","1903804","6168","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"27","8","23027008"
"8945","1Qisaa","21","16","1606613","scroll","1Qisaa","1903805","6168","word","שלח׳ה ",,"שׁלח",,"שׁלח",,"CLX[","CLX[",,,"vpcX3fs",,,"suff",,"piel","infc"," ",,"H",,,,,,"!!CLX[/:d+H",,"27","8","23027008"
"8946","1Qisaa","21","16","1606613","scroll","1Qisaa","1903806","6169","word","תריב׳נה ",,"ריב",,"ריב","m","RJB[","RJB[",,,"vqi2msX3fs","s","2","suff",,"qal","impf"," ",,"H",,"T",,,"N","!T!RJB[~N+H",,"27","8","23027008"
"8947","1Qisaa","21","17","1606613","scroll","1Qisaa","1903807","6170","word","הגה ",,"הגה",,"הגה","m","HGH=[","HGH=[",,,"vqp3ms","s","3","verb",,"qal","perf"," ",,,,,,,,"HGH=[",,"27","8","23027008"
"8948","1Qisaa","21","17","1606613","scroll","1Qisaa","1903808","6171","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"27","8","23027008"
"8949","1Qisaa","21","17","1606613","scroll","1Qisaa","1903809","6171","word","רוח׳ו ",,"רוּחַ",,"רוּחַ","f","RWX/","RWX/",,,"ncfscX3ms","s",,"suff","c",,," ",,"W",,,,,,"RWX/+W",,"27","8","23027008"
"8950","1Qisaa","21","17","1606613","scroll","1Qisaa","1903810","6172","word","ה",,"הַ",,"הַ",,"H","H",,,"Pa",,,"ptcl",,,,,,,,,,,,"H",,"27","8","23027008"
"8951","1Qisaa","21","17","1606613","scroll","1Qisaa","1903811","6172","word","קשה ",,"קָשֶׁה",,"קָשֶׁה","f","QCH/","QCH/",,,"afs","s",,"adjv",,,," ","H",,,,,,,"QC(H/H",,"27","8","23027008"
"8952","1Qisaa","21","17","1606613","scroll","1Qisaa","1903812","6173","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"27","8","23027008"
"8953","1Qisaa","21","17","1606613","scroll","1Qisaa","1903813","6173","word","יום ",,"יֹום",,"יֹום","m","JWM/","JWM/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"JWM/",,"27","8","23027008"
"8954","1Qisaa","21","17","1606613","scroll","1Qisaa","1903814","6174","word","קדים ",,"קָדִים",,"קָדִים","m","QDJM/","QDJM/",,,"ncms","s",,"subs",,,," ",,,,,,,,"QDJM/",,"27","8","23027008"
"8955","1Qisaa","21","17","1606613","scroll","1Qisaa","1903815",,"word","׃ ",,,,,,,,,,,,,,,,," ",,,,,,,,,,"27","8","23027008"
"8956","1Qisaa","21","18","1606613","scroll","1Qisaa","1903816","6175","word","ל",,"לְ",,"לְ",,"L","L",,,"Pp",,,"ptcl",,,,,,,,,,,,"L",,"27","9","23027009"
"8957","1Qisaa","21","18","1606613","scroll","1Qisaa","1903817","6175","word","כן ",,"כֵּן",,"כֵּן",,"LKN","KN/",,,"Pd",,,"ptcl",,,," ",,,,,,,,"KN/",,"27","9","23027009"
"8958","1Qisaa","21","18","1606613","scroll","1Qisaa","1903818","6176","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"27","9","23027009"
"8959","1Qisaa","21","18","1606613","scroll","1Qisaa","1903819","6176","word","זואת ",,"זֶה",,"זֹאת","f","Z>T","Z>T",,,"afs","s",,"adjv",,,," ",,,,,,,,"Z&W>T",,"27","9","23027009"
"8960","1Qisaa","21","18","1606613","scroll","1Qisaa","1903820","6177","word","יכפר ",,"כפר",,"כפר","m","KPR[","KPR[",,,"vPi3ms","s","3","verb",,"pual","impf"," ",,,,"J",,,,"!J!KPR[:du",,"27","9","23027009"
"8961","1Qisaa","21","18","1606613","scroll","1Qisaa","1903821","6178","word","עוון ",,"עָוֹן",,"עָוֹן","b","<WN/","<WN/",,,"ncbsc","s",,"subs","c",,," ",,,,,,,,"<W&WN/:c",,"27","9","23027009"
"8962","1Qisaa","21","18","1606613","scroll","1Qisaa","1903822","6179","word","יעקוב ",,"יַעֲקֹב",,"יַעֲקֹב",,"J<QB/","J<QB/",,,"np",,,"subs",,,," ",,,,,,,,"J<Q&WB/",,"27","9","23027009"
"8963","1Qisaa","21","18","1606613","scroll","1Qisaa","1903823","6180","word","ו",,"וְ",,"וְ",,"W","W",,,"Pc",,,"ptcl",,,,,,,,,,,,"W",,"27","9","23027009"
"8964","1Qisaa","21","18","1606613","scroll","1Qisaa","1903824","6180","word","זה ",,"זֶה",,"זֶה","m","ZH","ZH",,,"ams","s",,"adjv",,,," ",,,,,,,,"ZH",,"27","9","23027009"
"8965","1Qisaa","21","18","1606613","scroll","1Qisaa","1903825","6181","word","כול ",,"כֹּל",,"כֹּל","m","KL/","KL/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"K&WL/",,"27","9","23027009"
"8966","1Qisaa","21","18","1606613","scroll","1Qisaa","1903826","6182","word","פרי ",,"פְּרִי",,"פְּרִי","m","PRJ/","PRJ/",,,"ncms","s",,"subs",,,," ",,,,,,,,"PRJ/",,"27","9","23027009"
"8967","1Qisaa","21","18","1606613","scroll","1Qisaa","1903827","6183","word","הסיר ",,"סור",,"סור",,"SWR[","SWR[",,,"vhc",,,"verb",,"hifil","infc"," ",,,,,"H",,,"!!]H]S(W&JR[/:c",,"27","9","23027009"
"8968","1Qisaa","21","18","1606613","scroll","1Qisaa","1903828","6184","word","חטא׳וו ",,"חֵטְא",,"חֵטְא","m","XV>/","XV>/",,,"ncmscX3ms","s",,"suff","c",,," ","W","W",,,,,,"XV>/(J&W+W",,"27","9","23027009"
"8969","1Qisaa","21","19","1606613","scroll","1Qisaa","1903829","6185","word","ב",,"בְּ",,"בְּ",,"B","B",,,"Pp",,,"ptcl",,,,,,,,,,,,"B",,"27","9","23027009"
"8970","1Qisaa","21","19","1606613","scroll","1Qisaa","1903830","6185","word","שומ׳ו ",,"שׂים",,"שׂים",,"FJM[","FJM[",,,"vqcX3ms",,,"suff",,"qal","infc"," ",,"W",,,,,,"!!F(J&WM[/+W",,"27","9","23027009"
"8971","1Qisaa","21","19","1606613","scroll","1Qisaa","1903831","6186","word","כול ",,"כֹּל",,"כֹּל","m","KL/","KL/",,,"ncmsc","s",,"subs","c",,," ",,,,,,,,"K&WL/",,"27","9","23027009"
"8972","1Qisaa","21","19","1606613","scroll","1Qisaa","1903832","6187","word","אבני ",,"אֶבֶן",,"אֶבֶן","f",">BN/",">BN/",,,"ncfpc","p",,"subs","c",,," ","J",,,,,,,">BN/J",,"27","9","23027009"
"8973","1Qisaa","21","19","1606613","scroll","1Qisaa","1903833","6188","word","מזבח ",,"מִזְבֵּחַ",,"מִזְבֵּחַ","m","MZBX/","MZBX/",,,"ncms","s",,"subs",,,," ",,,,,,,,"MZBX/",,"27","9","23027009"
